seurat_clusters	Sample	.n	.frac
c1	s20201208	186	0.0491413474240423
c1	s20210119	772	0.203963011889036
c1	s20210122_1	231	0.0610303830911493
c1	s20210122_2	549	0.145046235138705
c1	s20210201	382	0.100924702774108
c1	s20210203	1665	0.439894319682959
c2	s20201208	660	0.185549620466685
c2	s20210119	450	0.126511104863649
c2	s20210122_1	871	0.244869271858308
c2	s20210122_2	303	0.0851841439415238
c2	s20210201	418	0.117514759628901
c2	s20210203	855	0.240371099240933
c3	s20201208	682	0.226277372262774
c3	s20210119	277	0.0919044459190445
c3	s20210122_1	655	0.217319177173192
c3	s20210122_2	350	0.116124751161248
c3	s20210201	358	0.11877903118779
c3	s20210203	692	0.229595222295952
c4	s20201208	522	0.182837127845884
c4	s20210119	205	0.0718038528896672
c4	s20210122_1	469	0.164273204903678
c4	s20210122_2	222	0.0777583187390543
c4	s20210201	1103	0.386339754816112
c4	s20210203	334	0.116987740805604
c5	s20201208	543	0.202990654205607
c5	s20210119	470	0.175700934579439
c5	s20210122_1	316	0.118130841121495
c5	s20210122_2	319	0.119252336448598
c5	s20210201	508	0.189906542056075
c5	s20210203	519	0.194018691588785
c6	s20201208	305	0.116724071947953
c6	s20210119	214	0.0818982013011864
c6	s20210122_1	424	0.162265595101416
c6	s20210122_2	261	0.0998851894374282
c6	s20210201	833	0.318790662074244
c6	s20210203	576	0.220436280137773
c7	s20201208	389	0.156854838709677
c7	s20210119	477	0.192338709677419
c7	s20210122_1	508	0.204838709677419
c7	s20210122_2	194	0.0782258064516129
c7	s20210201	262	0.105645161290323
c7	s20210203	650	0.262096774193548
c8	s20201208	197	0.0841161400512383
c8	s20210119	356	0.15200683176772
c8	s20210122_1	507	0.216481639624253
c8	s20210122_2	237	0.101195559350982
c8	s20210201	382	0.163108454312553
c8	s20210203	663	0.283091374893254
c9	s20201208	207	0.0994236311239193
c9	s20210119	380	0.182516810758886
c9	s20210122_1	442	0.212295869356388
c9	s20210122_2	146	0.0701248799231508
c9	s20210201	523	0.251200768491835
c9	s20210203	384	0.184438040345821
c10	s20201208	239	0.121258244545916
c10	s20210119	664	0.336884830035515
c10	s20210122_1	271	0.137493658041603
c10	s20210122_2	179	0.0908168442415018
c10	s20210201	237	0.120243531202435
c10	s20210203	381	0.193302891933029
c11	s20201208	551	0.369055592766242
c11	s20210119	177	0.118553248492967
c11	s20210122_1	207	0.138647019423979
c11	s20210122_2	122	0.0817146684527796
c11	s20210201	146	0.0977896851975888
c11	s20210203	290	0.194239785666443
c12	s20201208	131	0.162128712871287
c12	s20210119	122	0.150990099009901
c12	s20210122_1	149	0.184405940594059
c12	s20210122_2	91	0.112623762376238
c12	s20210201	85	0.10519801980198
c12	s20210203	230	0.284653465346535
c13	s20201208	30	0.138888888888889
c13	s20210119	43	0.199074074074074
c13	s20210122_1	24	0.111111111111111
c13	s20210122_2	21	0.0972222222222222
c13	s20210201	23	0.106481481481481
c13	s20210203	75	0.347222222222222
