Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Spliceosome	96/150	1.84088182582053e-20	5.79877775133467e-18	4.69368543309493	213.287905483102	PPIL1;CRNKL1;WBP11;HNRNPM;PHF5A;SNRPA;HNRNPK;DDX39B;HSPA1A;SRSF4;HNRNPC;SNRNP27;SNRPG;SRSF8;PPIE;SNRPB;SRSF9;HSPA1B;SF3B6;SF3B3;SF3B4;SRSF1;SRSF2;HNRNPU;RBMXL1;EFTUD2;MAGOH;SNRPD3;DHX38;SF3B1;SF3B2;AQR;PRPF38B;PRPF38A;BUD31;LSM2;PRPF6;LSM8;PRPF8;SNW1;PRPF4;PRPF3;SNRNP200;TCERG1;DDX5;SNRNP70;DHX15;DHX16;CCDC12;RBM17;FUS;NCBP2;NCBP1;CDC5L;PRPF40A;MAGOHB;PRPF18;SYF2;SLU7;RBM25;RBM22;DHX8;USP39;DDX46;RBM8A;DDX42;SNU13;U2AF1L4;PLRG1;CTNNBL1;SF3A2;SF3A3;THOC2;THOC1;THOC3;CDC40;U2SURP;XAB2;SNRNP40;PRPF31;ACIN1;RP9;SNRPA1;RBMX;SF3A1;EIF4A3;ISY1;DDX23;U2AF2;TRA2A;PUF60;TRA2B;SNRPB2;SRSF10;HNRNPA3;SMNDC1	1	KEGG_2021_Human
Ubiquitin mediated proteolysis	89/140	8.62655469522992e-19	1.35868236449871e-16	4.60245636716225	191.435820005004	UBE2H;FBXW7;MAP3K1;PPIL2;UBE2I;FBXW11;UBE2A;HUWE1;UBE2B;PML;UBE2W;UBE2Z;UBE2S;CDC16;UBE2O;UBE2K;UBE2N;KEAP1;UBE2D3;UBE2D2;UBE3A;RNF7;UBE3B;UBE3C;RCHY1;CDC23;HERC4;FZR1;HERC3;HERC2;CDC26;HERC1;CDC27;BTRC;SIAH1;PIAS4;FANCL;PIAS1;TRAF6;BIRC6;UBA3;UBA2;BIRC2;MDM2;ANAPC13;CUL7;CUL5;CUL3;CUL2;CUL1;ANAPC10;UBE2J2;COP1;SKP2;SMURF1;UBE2G2;UBE2G1;CUL4B;CUL4A;KLHL9;DET1;UBA6;UBR5;BRCA1;SOCS1;UBE2Q2;UBE2Q1;UBE4A;WWP1;SYVN1;UBE4B;WWP2;ITCH;DDB2;DDB1;CDC34;XIAP;ANAPC4;ERCC8;ANAPC5;TRIP12;ANAPC7;STUB1;ANAPC1;ANAPC2;MGRN1;CBL;VHL;FBXO4	2	KEGG_2021_Human
RNA transport	107/186	1.23158256580453e-17	1.29316169409475e-15	3.57697049204732	139.271658975764	UBE2I;EIF1AY;EIF1AX;NUP214;UPF3B;NUP210;UPF3A;SRRM1;RPP25L;NUP93;DDX39B;NUP98;RPP21;POP1;EIF1B;TARDBP;RAN;NUP205;GEMIN2;CASC3;NUP160;PNN;MAGOH;TGS1;NUP88;RAE1;EIF2B5;EIF2B4;EIF2B3;RPP40;PYM1;EIF2S3;EIF2S2;EIF2S1;EIF5;EIF4G1;GEMIN5;GEMIN6;RNPS1;EIF4G3;EIF4G2;POP7;POM121;FMR1;RPP30;PHAX;AAAS;GLE1;TPR;POM121C;NUP62;EIF4EBP2;EIF2B2;EIF2B1;RPP38;EIF5B;UPF2;FUS;UPF1;SEC13;NCBP2;ELAC2;NCBP1;NDC1;NUP133;MAGOHB;SENP2;DDX19A;DDX19B;NUP50;NUP54;NUP58;EIF4B;STRAP;RBM8A;NMD3;FXR1;NUP42;EIF4E;EIF3A;RANBP2;PRMT5;THOC2;THOC1;TRNT1;THOC3;THOC5;RANGAP1;THOC7;KPNB1;XPOT;EIF3J;ACIN1;TACC3;EIF3D;EIF3B;NUP37;EIF4A3;EIF4A2;NUP107;NXT1;DDX20;NUP188;XPO1;SUMO2;XPO5;PAIP1	3	KEGG_2021_Human
Protein processing in endoplasmic reticulum	100/171	3.00164886365994e-17	2.3637984801322e-15	3.71692441305938	141.409589494472	SEC24A;SEC24C;SEC24B;MOGS;NSFL1C;SELENOS;DNAJB11;HSPA1A;RNF185;SEC24D;PLAA;HSPA1B;ATF6B;UBE2D3;UBXN2A;UBE2D2;RNF5;HSP90B1;CAPN2;MAP3K5;PDIA4;PDIA3;XBP1;EDEM1;EDEM3;EIF2S1;PDIA6;DDOST;DNAJC10;STT3B;HYOU1;STT3A;ATF6;ATF4;VCP;NGLY1;CUL1;HSPBP1;UBE2J2;SEC31A;SEC63;SEC62;MAP2K7;SEC13;HSPA5;EIF2AK2;SSR3;EIF2AK1;SSR4;RAD23B;UBE2G2;RAD23A;UBE2G1;DNAJC3;DNAJC1;BCL2;NFE2L2;UBXN1;SAR1A;TRAM1;SAR1B;RPN1;SEL1L;RPN2;DNAJB2;ATXN3;ERLEC1;SSR1;SSR2;MAN1A2;UBXN4;MBTPS1;SYVN1;UBE4B;SVIP;DNAJA2;DAD1;CANX;MAN1B1;STUB1;SEC23B;ERO1A;SEC23A;PRKCSH;DERL2;DERL1;HERPUD1;LMAN1;LMAN2;MAPK9;GANAB;MAPK8;OS9;SEC61A1;UBQLN2;UBQLN1;BAK1;UFD1;UBQLN4;UGGT1	4	KEGG_2021_Human
mRNA surveillance pathway	65/98	1.92146834885489e-15	1.21052505977858e-13	5.17853590610702	175.478245466124	CPSF6;CPSF7;CPSF2;CPSF1;CPSF4;CPSF3;UPF3B;UPF3A;SRRM1;PPP1CB;DDX39B;WDR82;SSU72;TARDBP;RNMT;CASC3;PNN;MAGOH;PPP1CC;CLP1;PYM1;RNPS1;CSTF3;GSPT2;GSPT1;GLE1;PELO;CSTF2;CSTF1;PAPOLA;UPF2;FUS;UPF1;NCBP2;NCBP1;PPP2R5C;PPP2R5B;PPP2R5E;PPP2R5D;PPP2R5A;WDR33;MAGOHB;DDX19A;DDX19B;ETF1;DAZAP1;HBS1L;RBM8A;PCF11;SYMPK;RNGTT;PPP2R3C;PPP2CA;NUDT21;PPP2R2D;ACIN1;EIF4A3;SMG5;NXT1;SMG1;PPP2R2A;CSTF2T;SMG7;FIP1L1;PPP2R1B	5	KEGG_2021_Human
Human T-cell leukemia virus 1 infection	108/219	8.63837812245296e-12	4.53514851428781e-10	2.56431399236031	65.3254021658091	CD4;CDC16;TLN1;TP53;RAN;ATF2;RB1;TRRAP;ADCY3;IL2RG;ADCY7;CDC23;CDC26;AKT3;CDC27;CREB3L2;AKT2;E2F3;B2M;EGR1;STAT5B;CREBBP;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;PIK3R1;ATF4;ELK1;ANAPC10;ICAM1;ELK4;PPP3R1;KAT5;PRKACB;STAT5A;NFATC3;NFATC2;NFATC1;KAT2A;ATM;ATR;CD3G;CD3E;PPP3CB;RANBP3;CDKN2A;NFYB;XIAP;CANX;XPO1;EP300;IKBKG;MAP3K3;TGFB1;MAP3K1;RELA;CRTC3;CRTC1;ATF6B;CRTC2;GPS2;RELB;NRAS;ZFP36;CCND2;PTTG1;FDPS;SMAD2;MAP2K2;SMAD4;NFKB1;CREB3;DLG1;CREB1;BCL2L1;TCF3;MAD1L1;ETS2;TGFBR1;TGFBR2;TNFRSF1A;NFKBIA;PIK3CB;PIK3CA;CDK4;TBP;IL15RA;CHUK;IL2RA;IL2RB;ANAPC4;ANAPC5;VDAC2;ANAPC7;ANAPC1;ANAPC2;VAC14;SRF;PTEN;ITGAL;POLB;MAPK9;MAPK8;MAPK3;MAPK1;BUB3	6	KEGG_2021_Human
RNA degradation	49/79	1.98835570111551e-10	8.9476006550198e-09	4.2826	95.6670438818207	HSPA9;PNPT1;DIS3;CNOT10;CNOT6;CNOT7;CNOT8;CNOT1;XRN2;CNOT2;XRN1;CNOT4;CNOT9;DCP1B;DCP1A;BTG3;ZCCHC7;BTG2;PARN;TENT4B;TOB2;TOB1;EXOSC8;EXOSC7;EXOSC10;EXOSC5;DHX36;EXOSC9;EXOSC3;EXOSC2;EXOSC1;CNOT6L;TTC37;PATL1;LSM2;LSM1;PAN3;LSM8;SKIV2L;DCP2;PFKP;DDX6;DIS3L;ENO1;HSPD1;EDC3;EDC4;MTREX;DCPS	7	KEGG_2021_Human
Endocytosis	116/252	3.69802979021862e-10	1.45609922989858e-08	2.24735007200009	48.8080628970341	PML;RUFY2;RUFY1;HSPA1A;VPS25;HSPA1B;ARPC5L;IL2RG;RAB11FIP1;RAB11FIP2;RAB11FIP4;PRKCI;HLA-C;HLA-A;STAM;VPS37B;HLA-B;VPS37A;ARFGAP2;HLA-E;ARFGAP3;EHD1;HLA-F;VPS26B;VPS26A;PIP5K1A;EPS15L1;RBSN;ARF4;ARPC1A;ARF5;ARF1;CLTC;CLTB;SNX5;SNX1;EPS15;CCR5;SNX6;GBF1;AP2B1;WWP1;ITCH;RAB11A;RAB11B;ARF6;AP2A2;WASL;AP2A1;SNX12;RAB22A;EEA1;CXCR4;RAB8A;GIT2;GIT1;USP8;SH3GLB1;IST1;RNF41;ACAP2;RAB35;CAPZA1;STAMBP;CHMP4A;STAM2;WASHC2C;ACAP1;WASHC2A;KIF5B;SMAD2;VTA1;PDCD6IP;HGS;TRAF6;CHMP7;RAB5A;RAB5B;MDM2;TSG101;WASHC5;CHMP1A;SH3GL1;WASHC1;RAB4A;AP2M1;WASHC4;ARFGEF2;ACTR3;ACTR2;ARFGEF1;SMURF1;TGFBR1;DNM2;EPN2;TGFBR2;RABEP1;VPS4A;VPS4B;GRK2;CAPZB;CDC42;SMAP1;RAB10;IL2RA;IL2RB;VPS45;SMAP2;WIPF2;CBL;CYTH4;PSD4;VPS36;VPS35;CYTH2;CYTH1	8	KEGG_2021_Human
Epstein-Barr virus infection	96/202	1.51447174188221e-09	5.30065109658775e-08	2.38248635855631	48.3840074274634	ENTPD1;RUNX3;MAPK14;PSMC6;PSMC4;PSMC5;TP53;RB1;PSMD7;PSMD8;PSMD6;AKT3;PSMD1;AKT2;E2F3;PSMD2;B2M;GADD45B;GADD45A;GADD45G;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;SNW1;PIK3R1;ICAM1;RBPJ;TBK1;PLCG2;SKP2;TYK2;NCOR2;CD3G;CD3E;FADD;RIPK1;STAT1;STAT2;STAT3;DDB2;CD44;CDKN1B;CD58;IKBKG;IKBKE;USP7;TAP2;TAP1;RELA;RELB;CCND2;CIR1;MAP3K7;PDIA3;DDX58;TRAF3;NFKB1;MAVS;TRAF6;TAB2;TAB1;IFNAR1;IFNAR2;MDM2;MAP2K7;EIF2AK2;IRAK4;TAPBP;NFKBIB;NFKBIA;CDK6;OAS2;PIK3CB;PIK3CA;CDK4;IRF3;BCL2;IRF9;IRF7;PSMD11;PSMD13;PSMD12;PSMD14;TRADD;TNFAIP3;CHUK;ADRM1;HDAC1;HDAC2;ITGAL;MAPK9;MAPK8;POLK;BAK1	9	KEGG_2021_Human
Cell cycle	66/124	1.79310423086874e-09	5.64827832723654e-08	2.98709490777136	60.1580527858035	TGFB1;ZBTB17;CDC16;TP53;MAD2L2;PCNA;RB1;CCNH;CDC23;FZR1;CCND2;CDC26;CDC27;PTTG1;E2F3;E2F4;CREBBP;SMAD2;SMAD4;GADD45B;GADD45A;GADD45G;STAG1;STAG2;TFDP1;MAD1L1;MDM2;ANAPC13;CUL1;PRKDC;ANAPC10;SMC3;ABL1;SKP2;SMC1A;CDK7;RBL2;CDK6;CDK4;MCM4;ATM;MCM6;MCM7;ATR;MCM3;GSK3B;YWHAE;ORC5;RAD21;ORC4;ORC3;YWHAQ;YWHAH;CDKN2D;CDKN2A;DBF4;ANAPC4;ANAPC5;ANAPC7;ANAPC1;ANAPC2;CDKN1B;HDAC1;HDAC2;EP300;BUB3	10	KEGG_2021_Human
